,A,B,C
1237,HUM,ind, Name the On Stage character whose face was never seen .
1238,NUM,count, How much energy is released when oxygen and hydrogen mix ?
1239,HUM,gr, What is the best Internet business to go into ?
1240,DESC,def, What does Venus Retrograde mean ?
1241,HUM,ind, Who is known as `` the world 's oldest teenager '' ?
1242,LOC,other, What are the largest breweries in the world ?
1243,DESC,def, What does Las Vegas mean ?
1244,DESC,def, What does the word `` meta '' mean ?
1245,ENTY,other, What keeps clouds in the air ?
1246,ENTY,termeq, What 's the term for any four-sided figure ?
1247,ENTY,instru, Ray Charles plays which instrument ?
1248,LOC,country, What country and western singer is known as The Silver Fox ?
1249,LOC,other, What building appropriately enough is depicted on the back of the 1-dollar bill ?
1250,DESC,def, What is graduate school ?
1251,DESC,desc, What is the difference between New York-style and Chicago-style pizza ?
1252,HUM,ind, What baseball team owner and sailor is known as The Mouth of the South ?
1253,ENTY,sport, What type of betting is used in horse racing ?
1254,ENTY,product, What kind of hat does Bat Masterson wear ?
1255,HUM,ind, Who was with Patricia Hearst the night she was kidnaped ?
1256,HUM,ind, What is the Viking Prince 's first name ?
1257,ABBR,exp, What does the abbreviation cwt. ?
1258,ENTY,other, In what deodorant commercial did tenants have adjoining medicine cabinets ?
1259,LOC,other, Where is Rider College located ?
1260,HUM,ind, What boxer 's life story is titled Raging Bull ?
1261,DESC,reason, For what reason did some San Diego schools stop serving apples ?
1262,HUM,ind, Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?
1263,LOC,other, Where was the first restaurant ?
1264,LOC,other, Where can I find full written draft of CTBT ?
1265,NUM,count, How many horses died during the civil war ?
1266,NUM,count, How much waste does an average dairy cow produce in a day ?
1267,HUM,ind, What Nobel laureate was expelled from the Philippines before the conference on East Timor ?
1268,HUM,ind," What woman has carried the most multiple births , twins , triplets , etc. , ?"
1269,NUM,count, How many minutes were there on the original GE College Bowl clock ?
1270,NUM,period, What is the average time it takes for a male to ejaculate ?
1271,LOC,other, What is website of the International Court of Justice ?
1272,LOC,other, Where are 8 of the 10 highest mountains in the world ?
1273,LOC,other, Where can I look at a perpetual calendar ?
1274,NUM,count, How many astronauts have been on the moon ?
1275,NUM,date, In what year did the Bounty mutiny happen ?
1276,ENTY,substance, What is the only substance that gives food its `` taste '' when eaten ?
1277,DESC,manner, How do you reference a website ?
1278,DESC,def, What is pandoro ?
1279,ABBR,exp, What do the letters ZIP stand for in the phrase `` ZIP code '' ?
1280,HUM,ind, Which Bourbon king was restored to the French throne during Napoleon 's abdication ?
1281,LOC,city, What is one of the cities that the University of Minnesota is located in ?
1282,DESC,desc, What are the words to `` My Way '' written by Paul Anka ?
1283,DESC,manner, How do I install a tile floor ?
1284,ENTY,techmeth, What is the quickest and easiest way to get nail polish out of clothes ?
1285,DESC,reason, Why was the zipper invented ?
1286,ENTY,other, What 's the No. 1 killer in industrialized countries ?
1287,ENTY,animal, Name four famous cartoon cats .
1288,HUM,ind, What daughter of Henry VIII and Anne Boleyn became queen of England ?
1289,DESC,manner, How did ` stat ' come to be used as an expression for quickly ?
1290,HUM,gr, What 's the most common nickname of U.S. college football teams ?
1291,DESC,desc, What 's the distinction of U.S. Supreme Court Justice Thurgood Marshall ?
1292,LOC,other, What is the most useful site on the Internet ?
1293,LOC,mount, What is the world 's highest peak ?
1294,DESC,def, What was a Mae West on a World War II battleship ?
1295,DESC,def, Define cosmology .
1296,HUM,ind, What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?
1297,DESC,def, What are amicable numbers ?
1298,NUM,date, When were the Olympic Games in which Nadia Comaneci became popular played ?
1299,LOC,other," Where is Hearst Castle , built by publisher William Randolph Hearst ?"
1300,LOC,city, What 's the largest U.S. city on the Great Lakes ?
1301,HUM,ind, Who sang about Desmond and Molly Jones ?
1302,ENTY,cremat," What magazine gives us the cream , not the skim ?"
1303,ENTY,techmeth, What does the technique called `` cold fusion '' produce ?
1304,HUM,ind, What costume designer decided that Michael Jackson should only wear one glove ?
1305,ENTY,other, What meter did Shakespeare use in writing 
1306,NUM,count, How many rows of sprocket holes does a roll of 35-millimeter film have ?
1307,NUM,count, What is the goat population of the world ?
1308,HUM,gr, What company was the original sponsor of TV 's Superman ?
1309,ENTY,termeq, What term does a Czech use to describe a Pole ?
1310,LOC,other, What sea separates Naples and Algiers ?
1311,NUM,count, How many lawyers are there in the state of New Jersey ?
1312,ENTY,substance, What are the most common elements in seawater ?
1313,DESC,desc, Describe the Finnish music personality Salonen 's appearance .
1314,DESC,desc, What is the origin of the ethnic category `` caucasian '' ?
1315,DESC,def, What is a stratocaster ?
1316,ENTY,other, What kind of science is cosmology ?
1317,HUM,ind, Name the blind sculptress in love with the Fantastic Four 's Thing .
1318,ENTY,substance, What 's the second-lightest element ?
1319,ENTY,termeq, What do you call a `` twirl '' in ballet ?
1320,ENTY,product, What is the brand name of daminozide ?
1321,ENTY,termeq, What is the former name of Zimbabwe ?
1322,HUM,ind, What National Basketball Association superstar told his story in Giant Steps ?
1323,ENTY,animal, What animals did The Amazing Three masquerade as ?
1324,DESC,manner, How did the bikini bathing suite get its name ?
1325,NUM,date, When did Fraze get his first patent for the pull-tab can ?
1326,NUM,count, How many games are played in a five-team round-robin tournament ?
1327,HUM,ind, Who developed the first polio vaccine ?
1328,HUM,ind, Who made the first gas engine ?
1329,LOC,country," What country claimed Rubens , Van Dyck and Bruegel as citizens ?"
1330,ENTY,event, What civil war was fought between 1936 and 1939 ?
1331,NUM,count, How many questions do you have on your database ?
1332,DESC,manner, How do clouds form ?
1333,LOC,other, Where can I find examples of legal cases about the Individuals with Disabilities Education Act ?
1334,HUM,ind, What character did Tex Avery first create upon arriving at MGM ?
1335,NUM,date, When was the Triangle Shirtwaist fire ?
1336,HUM,ind, What Asian spiritual and political leader was married at the age of 13 ?
1337,LOC,other, Where is Ocho Rios ?
1338,DESC,def, What is the half-life of P-32 ?
1339,LOC,other, What ocean does Mauritania border ?
1340,DESC,reason, Why do pressure cookers save time in the kitchen ?
1341,DESC,reason, Why are there 12 people on a jury in criminal cases ?
1342,DESC,desc, What do Christian Scientists believe in ?
1343,ENTY,event," What World War I battle saw 6 , 0 troops killed in one day ?"
1344,LOC,country, What country is Kosovo a part of ?
1345,LOC,city, Tell me what city the Kentucky Horse Park is near ?
1346,ENTY,product, What computer operating system is on the most computers ?
1347,LOC,other, What is Bill Gross 's email address ?
1348,DESC,desc, What is the economic impact of unemployment on the economy ?
1349,ABBR,exp," What do the letters D.C. stand for in Washington , D.C. ?"
1350,ENTY,animal, What animals can live the longest without food ?
1351,HUM,ind, What English queen had seventeen children ?
1352,NUM,other," What is the approximate population of Las Vegas , N.M ?"
1353,NUM,money, How much does the President get paid ?
1354,HUM,ind, What two baseball players make up the battery ?
1355,ENTY,letter, What 's the largest letter in Salvador Dali 's signature ?
1356,ENTY,termeq, What does an irate car owner call iron oxide ?
1357,NUM,perc," Of children between the ages of two and eleven , what percentage watch `` The Simpsons '' ?"
1358,LOC,state, What 's the northernmost U.S. state apart from Alaska ?
1359,LOC,other, Name an art gallery in New York .
1360,HUM,ind, Who sells Viagra ?
1361,ENTY,instru, What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?
1362,DESC,def, What is the Home Rule Act ?
1363,LOC,other, What building are British monarchs crowned in ?
1364,DESC,def, What are Bellworts ?
1365,HUM,desc, Who was Darius ?
1366,ENTY,cremat, What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?
1367,HUM,ind, Who did Dita Beard work for ?
1368,ENTY,animal, What kind of creature is a coot ?
1369,HUM,gr, Name the university of which Woodrow Wilson was president .
1370,LOC,country," What country was first to use the airplane as a weapon of war , against the Turks in Libya ?"
1371,HUM,gr, What university was Woodrow Wilson President of ?
1372,ENTY,dismed, What is a fear of disease ?
1373,ENTY,food, What kind of meat is Fray Bentos synonymous with ?
1374,ENTY,other, What did Mr. Magoo flog on TV for General Electric ?
1375,DESC,desc, What are the words to the Canadian National anthem ?
1376,ENTY,termeq, What is the name of the Jewish alphabet ?
1377,HUM,ind, Who served as inspiration for the schoolteacher portrayed by Robin Williams in `` Dead Poets Society '' ?
1378,NUM,code, What is Columbia Tristar 's phone number ?
1379,HUM,title, Name the five positions who are in the line of succession to the presidency .
1380,HUM,ind, Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?
1381,HUM,ind, Who is the best known villain of the 165 Gunpowder Plot ?
1382,LOC,city, What is the capital of Burkina Faso ?
1383,LOC,other, What continent is Bolivia on ?
1384,DESC,reason, Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?
1385,HUM,ind," Who killed more people , Hitler or Stalin ?"
1386,DESC,reason, What caused Shea & Gould to close their L.A. office ?
1387,ENTY,animal, What 's the only mammal that can 't jump ?
1388,LOC,state, What U.S. state has the most blondes ?
1389,ENTY,event, What war saw battles at Parrot 's Beak and Black Virgin ?
1390,NUM,count, What was the U.S. highway death toll in 1969 ?
1391,DESC,def, What does the name Kelly mean ?
1392,DESC,def, What is a phalanx ?
1393,HUM,ind, What mustachioed comedian portrayed Frankie in North to Alaska ?
1394,NUM,money, What does each of the utilities cost in Monopoly ?
1395,HUM,ind," What actor and World War II airman had a $5 , 0 bounty put on his head by Hermann Goering ?"
1396,ABBR,exp, What does e.g. stand for ?
1397,ENTY,dismed, What is the name of the medical condition in which a baby is born without a brain ?
1398,DESC,manner, How do storms form ?
1399,HUM,desc, Who is Nicolo Paganini ?
1400,LOC,city, What city is often called The Insurance Capital of the World ?
1401,ENTY,animal, What are the three animals in Sheila Burnford 's The Incredible Journey ?
1402,HUM,ind, Who portrayed Dracula in Hammer Studios ' films ?
1403,ENTY,other, Name one of the Seven Wonders of the Ancient World .
1404,NUM,date, When were fish first believed to be found on earth ?
1405,HUM,ind, What President 's favorite Biblical quotation was 
1406,NUM,count, How many elevators do you ride to reach the top floor of the Empire State Building ?
1407,HUM,gr, Name the food company that traveled to Soviet Georgia to film a series of ads .
1408,LOC,country, What country was Sir Edmund Hillary born in ?
1409,ENTY,animal, What 's an infant seal called ?
1410,DESC,desc, What was the proper Laugh-In respones to 
1411,LOC,city, What city was John F. Kennedy nominated for president in ?
1412,NUM,period, How long does a dog sleep ?
1413,ENTY,cremat, What 1963 Joseph L. Mankiewicz film cost $28 million ?
1414,HUM,gr, What Japanese electronics company was named for a coastal city northeast of Tokyo ?
1415,NUM,money, What can you be fined for having a dog on a beach ?
1416,LOC,other, Where did the Battle of the Bulge take place ?
1417,NUM,count, How much will the California be in the year 2000 ?
1418,HUM,ind," What mystery writer penned `` ...the glory that was Greece , and the grandeur that was Rome '' ?"
1419,LOC,state, What state full of milk and honey was the destination in The Grapes of Wrath ?
1420,LOC,other, What is the tallest building in Japan ?
