,A,B,C
1582,ENTY,cremat,"[what, is, a, good, book, to, read, for, people, who, hate, to, read, ?]"
1583,NUM,count,"[how, many, shillings, more, than, 2, were, there, in, a, guinea, ?]"
1584,ENTY,food,"[what, does, a, tarantula, eat, ?]"
1585,ENTY,color,"[what, are, the, three, secondary, colors, ?]"
1586,DESC,def,"[what, does, the, name, ``, sabrina, '', mean, ?]"
1587,HUM,ind,"[who, took, over, as, conductor, of, the, boston, pops, after, arthur, fiedler, 's, long, reign, ?]"
1588,ENTY,event,"[what, were, the, trials, called, which, followed, world, war, ii, ?]"
1589,DESC,def,"[what, is, hebephrenia, ?]"
1590,HUM,ind,"[what, nazi, leader, killed, himself, in, jail, just, before, he, was, to, be, executed, as, a, war, criminal, ?]"
1591,ENTY,event,"[what, famous, events, have, happened, on, march, 27, ?]"
1592,HUM,gr,"[which, company, claimed, to, be, ``, the, world, 's, biggest, toy, store, '', ?]"
1593,NUM,other,"[what, brand, number, graces, the, black, label, of, a, bottle, of, jack, daniel, 's, ?]"
1594,ENTY,termeq,"[what, do, i, call, the, sons, and, daughters, of, my, first, cousins, ?]"
1595,DESC,reason,"[what, were, the, causes, of, the, civil, war, ?]"
1596,DESC,def,"[what, are, maid-rites, ?]"
1597,LOC,city,"[what, city, is, terrorized, by, dracula, in, the, night, stalker, ?]"
1598,DESC,manner,"[how, can, you, prevent, it, ?]"
1599,DESC,def,"[what, do, the, names, andrew, and, christina, mean, ?]"
1600,ENTY,food,"[what, chocolate, bar, created, by, frank, mars, and, his, wife, is, often, called, a, milky, way, with, peanuts, ?]"
1601,HUM,ind,"[who, is, the, fastest, guitarist, ?]"
1602,ENTY,other,"[what, do, camels, store, in, their, humps, ?]"
1603,ENTY,veh,"[what, is, the, name, of, the, second, space, shuttle, ?]"
1604,LOC,other,"[what, is, the, best, hospital, for, orthopedics, in, the, country, ?]"
1605,DESC,def,"[what, are, perfect, tenses, ?]"
1606,DESC,def,"[what, is, commonly, considered, the, fifth, sense, ?]"
1607,ENTY,termeq,"[what, was, another, name, for, east, germany, ?]"
1608,ENTY,cremat,"[what, 's, the, second-biggest-selling, magazine, in, america, ?]"
1609,HUM,ind,"[who, betrayed, norway, to, the, nazis, ?]"
1610,HUM,ind,"[who, took, the, toys, donated, for, the, doodyville, orphans, ', fund, and, kept, them, for, himself, ?]"
1611,DESC,def,"[what, is, a, bourdon, tube, ?]"
1612,ENTY,sport,"[what, kind, of, a, sports, team, is, the, wisconsin, badgers, ?]"
1613,HUM,ind,"[who, were, the, picts, ?]"
1614,DESC,desc,"[what, do, caroll, baker, ,, tammy, grimes, ,, debbie, reynolds, ,, and, judy, garland, all, have, in, common, ?]"
1615,DESC,def,"[what, is, film, noir, ?]"
1616,HUM,ind,"[who, is, stationed, at, camp, swampy, in, the, comic, strips, ?]"
1617,NUM,date,"[in, what, year, did, china, and, the, republic, of, korea, establish, diplomatic, relations, ?]"
1618,DESC,reason,"[what, causes, tuberculosis, ?]"
1619,NUM,dist,"[how, tall, is, the, giraffe, ?]"
1620,HUM,ind,"[what, actor, dressed, up, as, santa, claus, and, had, a, once-a-year, affair, with, actress, shelley, winters, every, christmas, for, many, years, ?]"
1621,ENTY,animal,"[what, animal, was, the, heat-seeking, missile, called, the, sidewinder, named, for, ?]"
1622,NUM,period,"[how, long, did, it, take, stanley, to, find, livingstone, ?]"
1623,NUM,count,"[how, much, of, the, nation, 's, children, between, the, ages, of, two, and, eleven, watch, `, the, simpsons, ', ?]"
1624,LOC,other,"[what, lake, is, sheboygan, on, ?]"
1625,DESC,def,"[what, are, a, baseball, team, 's, firemen, ?]"
1626,ENTY,dismed,"[what, is, a, fear, of, color, ?]"
1627,ENTY,veh,"[what, nantucket, shipwreck, killed, more, divers, exploring, it, than, the, 52, people, it, sank, with, ?]"
1628,ENTY,animal,"[what, are, the, two, largest, birds, on, earth, ?]"
1629,ENTY,cremat,"[name, the, four, stories, contained, in, edith, wharton, 's, ``, old, new, york, ., '']"
1630,LOC,other,"[what, is, the, largest, lake, in, north, america, ?]"
1631,NUM,count,"[how, many, people, died, because, of, a, smoking, problem, in, 1997, ?]"
1632,ENTY,dismed,"[what, is, chronic, constipation, a, symptom, of, ?]"
1633,HUM,ind,"[who, wrote, the, look, of, love, after, viewing, ursula, andress, ?]"
1634,HUM,ind,"[what, is, the, name, of, the, american, swimmer, who, won, seven, gold, medals, in, the, 1972, olympics, ?]"
1635,HUM,ind,"[who, claims, to, have, the, greatest, show, on, earth, ?]"
1636,DESC,def,"[what, is, head, start, ?]"
1637,HUM,ind,"[what, honeymooners, actress, did, television, magazine, name, as, 1953, 's, most, promising, star, ?]"
1638,DESC,reason,"[why, can, 't, women, serve, in, the, navy, on, board, submarines, ?]"
1639,ENTY,other,"[what, did, the, yalta, conference, lead, to, ?]"
1640,ENTY,animal,"[what, dog, was, dubbed, the, mortgage, lifter, ?]"
1641,DESC,def,"[what, is, saltpeter, ?]"
1642,DESC,desc,"[what, 's, the, difference, between, j.d., and, ll.m., ?]"
1643,HUM,gr,"[what, kind, of, organization, is, `, last, chance, for, animals, ', ?]"
1644,HUM,ind,"[what, was, the, role, of, the, medieval, guild, ?]"
1645,HUM,ind,"[silly, putty, was, invented, by, whom, ?]"
1646,ENTY,other,"[what, should, the, oven, be, set, at, for, baking, peachy, oat, muffins, ?]"
1647,DESC,manner,"[how, can, someone, become, a, federal, agent, ?]"
1648,HUM,ind,"[who, invented, the, paper, clip, ?]"
1649,HUM,ind,"[whom, did, lauren, bacall, marry, after, her, husband, humphrey, bogart, died, ?]"
1650,NUM,count,"[how, many, times, in, his, 16-year, national, basketball, associaton, career, was, john, havlicek, a, member, of, the, all-star, team, ?]"
1651,LOC,city,"[what, city, or, state, do, the, most, gay, men, live, in, ?]"
1652,NUM,period,"[shea, and, gould, had, an, office, in, los, angeles, for, how, long, before, closing, it, ?]"
1653,ENTY,word,"[what, word, occurs, 46, ,, 227, times, in, the, bible, ?]"
1654,DESC,manner,"[how, can, you, be, happy, ?]"
1655,DESC,manner,"[how, would, someone, go, about, becoming, an, organ, donor, ?]"
1656,NUM,date,"[what, year, did, degas, create, the, bronze, sculpture, ,, ``, fourth, position, front, ?, '']"
1657,HUM,ind,"[what, composer, was, awarded, the, medal, of, honor, by, franklin, d., roosevelt, ?]"
1658,NUM,count,"[how, many, url, extensions, are, there, ?, and, what, are, they, ?]"
1659,NUM,period,"[how, long, after, intercourse, does, it, take, to, find, out, if, you, are, pregnant, ?]"
1660,ABBR,exp,"[what, does, u.s.s.r., stand, for, ?]"
1661,HUM,ind,"[who, created, the, fantastic, four, ,, hulk, ,, and, thor, ?]"
1662,ENTY,dismed,"[what, is, a, fear, of, gravity, ?]"
1663,HUM,ind,"[who, is, the, composer, of, ``, canon, in, d, major, '', ?]"
1664,DESC,desc,"[what, did, n't, rocky, marciano, do, in, his, pro, boxing, career, ?]"
1665,LOC,other,"[where, are, all, european, and, american, eels, born, ?]"
1666,HUM,ind,"[who, was, the, author, of, the, novel, ``, far, from, the, madding, crowd, '', ?]"
1667,DESC,def,"[what, is, the, definition, of, `, graphic, details, ', ?]"
1668,ENTY,product,"[what, was, ``, america, 's, recessed-filter, cigarette, '', ?]"
1669,ENTY,animal,"[what, kind, of, dog, is, scooby, doo, ?]"
1670,DESC,reason,"[what, is, the, function, of, the, appendix, ?]"
1671,HUM,ind,"[what, department, store, heir, is, responsible, for, raising, a, three-ton, safe, from, the, underwater, wreckage, of, the, andrea, doria, ?]"
1672,ENTY,other,"[which, sex, is, twice, as, likely, to, contract, leprosy, ?]"
1673,LOC,city,"[what, was, the, first, town, to, be, chartered, in, vermont, ?]"
1674,LOC,state,"[what, state, has, the, longest, great, lakes, shoreline, ?]"
1675,LOC,state,"[what, u.s., state, ends, with, a, g, ?]"
1676,NUM,count,"[how, many, varieties, of, twins, are, there, ?]"
1677,DESC,def,"[what, is, a, cartesian, diver, ?]"
1678,LOC,other,"[what, are, the, largest, libraries, in, the, us, ?]"
1679,NUM,count,"[how, many, people, live, in, the, falklands, ?]"
1680,HUM,ind,"[who, was, camp, david, named, for, ?]"
1681,ENTY,cremat,"[what, document, did, president, andrew, johnson, want, a, copy, of, placed, under, his, head, upon, his, burial, ?]"
1682,HUM,ind,"[who, portrayed, ``, the, man, without, a, face, '', in, the, movie, of, the, same, name, ?]"
1683,DESC,desc,"[what, happened, in, dogtown, in, 1899, to, make, that, year, remembered, ?]"
1684,ENTY,other,"[what, wheel, did, blaise, pascal, invent, in, a, search, for, perpetual, motion, ?]"
1685,NUM,money,"[how, much, money, was, the, minimum, wage, in, 1991, ?]"
1686,NUM,date,"[in, what, year, was, the, first, patent, for, the, pull-tab, opener, on, cans, obtained, ?]"
1687,LOC,country,"[what, country, boasts, the, most, dams, ?]"
1688,NUM,money,"[what, is, the, regular, price, ?]"
1689,LOC,other,"[what, metropolis, landmark, was, first, introduced, in, the, superman, cartoons, of, the, 1940, 's, ?]"
1690,LOC,other,"[where, can, one, find, mozambique, ?]"
1691,DESC,manner,"[how, do, you, recognize, anorexia, ?]"
1692,ENTY,cremat,"[what, mary, tyler, moore, show, regular, came, into, the, world, as, tadeus, wladyslaw, konopka, ?]"
1693,LOC,city,"[in, what, city, is, the, us, declaration, of, independence, located, ?]"
1694,DESC,def,"[what, is, the, largest, variety, of, cactus, ?]"
1695,HUM,ind,"[who, won, the, first, world, series, ?]"
1696,ENTY,cremat,"[what, did, aaron, hass, write, ?]"
1697,HUM,desc,"[who, is, samuel, pickering, ?]"
1698,HUM,gr,"[what, was, the, business, of, the, animated, sky, hawks, ?]"
1699,HUM,ind,"[who, was, credited, with, saying]"
1700,ENTY,other,"[what, overalls, are, named, for, dungri, ,, a, suburb, of, bombay, ?]"
1701,DESC,reason,"[why, do, rooftops, give, off, steam, after, a, big, rainstorm, ?]"
1702,LOC,country,"[what, nationality, was, jackson, pollock, ?]"
1703,NUM,count,"[how, much, of, the, earth, 's, surface, is, permanently, frozen, ?]"
1704,ENTY,other,"[what, is, the, connection, between, new, krypton, and, daxam, ?]"
1705,NUM,date,"[when, was, queen, victoria, born, ?]"
1706,NUM,count,"[how, many, people, were, executed, for, abraham, lincoln, 's, assassination, ?]"
1707,DESC,desc,"[what, must, a, las, vegas, blackjack, dealer, do, when, he, reaches, 16, ?]"
1708,LOC,other,"[what, is, worth, seeing, in, reims, ?]"
1709,ENTY,other,"[what, type, of, performer, is, ileana, cotrubas, ?]"
1710,NUM,date,"[when, was, yemen, reunified, ?]"
1711,ENTY,food,"[what, line, of, candy, products, included, super, skrunch, and, peanut, butter, oompas, ?]"
1712,DESC,reason,"[why, did, the, anglican, church, split, from, the, vatican, ?]"
1713,HUM,gr,"[what, organization, has, a, security, council, ?]"
1714,DESC,manner,"[how, would, i, find, the, price, of, different, organs, that, have, been, donated, ?]"
1715,HUM,ind,"[what, mexican, leader, was, shot, dead, in, 1923, ?]"
1716,ABBR,exp,"[what, does, necrosis, mean, ?]"
1717,DESC,def,"[what, is, magnetar, ?]"
1718,ENTY,event,"[what, feud, ended, with, a, marriage, in, kentucky, on, march, 21, ,, 1891, ?]"
1719,ENTY,color,"[what, color, is, the, stripe, along, each, side, of, a, coho, salmon, ?]"
1720,NUM,money,"[what, is, the, federal, minimum, wage, ?]"
1721,ENTY,termeq,"[mississippi, is, nicknamed, what, ?]"
1722,NUM,other,"[what, are, the, unemployment, statistics, for, the, years, 1965, and, 1990, ?]"
1723,LOC,other,"[where, is, santa, lucia, ?]"
1724,HUM,ind,"[what, female, painter, produced, primitives, of, rural, new, england, life, ?]"
1725,HUM,ind,"[what, are, names, of, two, old, men, who, appear, in, the, serial, tv, muppets, show, ?]"
1726,ENTY,event,"[what, war, saw, battles, at, parrot, 's, beak, and, black, virgin, ?]"
1727,DESC,desc,"[what, should, you, yell, to, hail, a, taxi, in, madrid, ?]"
1728,NUM,other,"[what, is, the, horsepower, of, the, shuttle, boosters, ?]"
1729,NUM,date,"[what, year, did, apartheid, start, ?]"
1730,HUM,ind,"[who, created, big, ben, ?]"
1731,LOC,city,"[what, city, is, found, in, the, city, of, oz, ?]"
1732,DESC,desc,"[what, ever, happened, to, the, once, popular, yale, lock, company, ?]"
1733,HUM,gr,"[name, the, marvel, team, loosely, based, on, dc, 's, justice, league, of, america, ?]"
1734,ENTY,other,"[what, did, a, 16th-century, aztec, athlete, get, for, putting, a, rubber, ball, through, a, ring, ?]"
1735,LOC,state,"[what, populous, state, covers, 49, ,, 576, square, miles, ?]"
1736,HUM,gr,"[what, college, football, team, did, knute, rockne, build, into, a, power, ?]"
1737,LOC,state,"[in, what, state, was, there, an, 11, million, gallon, oil, spill, ?]"
1738,NUM,date,"[when, did, aldous, huxley, write, ,, ``, brave, new, world, '', ?]"
1739,LOC,country,"[what, country, did, the, ancient, romans, refer, to, as, hibernia, ?]"
1740,HUM,gr,"[in, what, high-risk, business, venture, did, jimmy, the, greek, bet, and, lose, ?]"
1741,ENTY,food,"[what, do, chefs, call, the, master, spice, ?]"
1742,ABBR,abb,"[what, is, the, abbreviation, of, general, motors, ?]"
1743,DESC,def,"[what, is, a, devo, hat, ?]"
1744,NUM,period,"[how, long, was, the, longest, hiccup, attack, ?]"
1745,ENTY,other,"[what, kind, of, weapons, were, used, in, medieval, warfare, ?]"
1746,NUM,count,"[how, many, people, live, in, tokyo, ?]"
1747,HUM,ind,"[what, fruit-topped, actress, was, known, as, the, brazilian, bombshell, ?]"
1748,ENTY,animal,"[what, are, birds, descendents, of, ?]"
1749,HUM,gr,"[when, the, tutankhamun, exhibit, was, on, display, in, the, u.s., ,, what, moving, company, transported, it, ?]"
1750,ENTY,cremat,"[which, kevin, costner, movie, involves, the, sioux, indians, ?]"
1751,HUM,ind,"[who, played, the, title, role, in, my, favorite, martian, ?]"
1752,DESC,manner,"[how, does, a, scientific, calculator, work, ?]"
1753,ENTY,dismed,"[what, is, a, fear, of, fur, ?]"
1754,HUM,ind,"[who, invented, the, game, scrabble, ?]"
1755,ENTY,other,"[what, part, of, their, attire, were, ``, pothooks, '', to, cowboys, of, the, old, west, ?]"
1756,NUM,date,"[when, did, humans, first, begin, to, write, history, seriously, ?]"
1757,DESC,reason,"[why, do, we, have, to, go, to, school, ?]"
1758,DESC,def,"[what, is, toulmin, logic, ?]"
1759,ENTY,other,"[a, corgi, is, a, kind, of, what, ?]"
1760,LOC,city,"[what, city, in, the, u.s., experienced, the, most, growth, recently, ?]"
1761,DESC,def,"[what, is, a, dangling, participle, ?]"
1762,LOC,other,"[what, tokyo, street, glitters, with, famed, department, stores, and, nightclubs, ?]"
1763,NUM,period,"[what, was, the, average, life, expectancy, during, the, stone, age, ?]"
1764,HUM,ind,"[when, mighty, mouse, was, conceived, ,, what, was, his, original, name, ?]"
1765,DESC,desc,"[what, is, the, origin, of, the, peace, symbol, ?]"
1766,HUM,gr,"[what, group, starred, in, the, movie, rock, around, the, clock, ?]"
1767,NUM,count,"[how, many, u.s., presidents, were, assassinated, during, queen, victoria, 's, reign, ?]"
1768,NUM,date,"[when, was, the, first, flush, toilet, invented, ?]"
1769,HUM,ind,"[what, is, nathan, hamill, 's, role, in, the, new, star, wars, prequel, ?]"
1770,NUM,count,"[how, many, disks, does, each, player, have, in, a, four-handed, game, of, crokinole, ?]"
1771,NUM,period,"[how, old, is, the, sun, ?]"
1772,NUM,perc,"[what, percentage, of, children, between, the, ages, of, two, and, eleven, watch, `, the, simpsons, ', ?]"
1773,DESC,manner,"[how, can, i, find, a, list, of, ,, fax, and, or, email, ,, addresses, for, human, resource, departments, in, massachusetts, ?]"
1774,DESC,manner,"[how, do, i, write, to, my, congressman, ?]"
1775,NUM,count,"[how, many, years, ago, did, led, zeppelin, release, its, last, album, ?]"
1776,ENTY,termeq,"[what, is, the, term, for, a, group, of, geese, ?]"
1777,NUM,count,"[how, many, people, was, randy, craft, convicted, of, killing, ?]"
1778,ENTY,event,"[what, was, the, name, of, the, famous, battle, between, texas, and, mexico, ?]"
1779,LOC,country,"[what, country, are, you, in, if, you, woo, in, the, wu, dialect, ?]"
1780,ENTY,termeq,"[what, do, you, call, a, poker, hand, with, five, cards, of, the, same, suit, ?]"
1781,HUM,ind,"[what, new, york, yankee, was, known, as, the, iron, horse, ?]"
1782,HUM,ind,"[who, is, considered, the, first, lady, of, the, american, stage, ?]"
1783,HUM,ind,"[who, penned]"
1784,DESC,def,"[what, is, moxie, ?]"
1785,ENTY,cremat,"[what, was, the, first, sam, spade, novel, ?]"
1786,ENTY,cremat,"[what, song, did, patti, page, set, people, dancing, to, in, 1950, ?]"
1787,HUM,ind,"[who, headed, hitler, 's, infamous, gestapo, ?]"
1788,LOC,city,"[what, south, american, city, features, the, exclusive, copacabana, beach, and, ipanema, ?]"
1789,LOC,city,"[what, german, city, do, italians, call, the, monaco, of, bavaria, ?]"
1790,LOC,other,"[what, island, group, contains, jersey, ,, guernsey, ,, sark, and, herm, ?]"
1791,ENTY,dismed,"[what, is, a, fear, of, strong, light, ?]"
1792,HUM,ind,"[what, is, a, person, called, that, likes, fire, ?]"
1793,LOC,other,"[where, was, helium, first, discovered, ,, hence, its, name, ?]"
1794,ENTY,techmeth,"[what, is, the, best, way, to, overcome, a, fear, ?]"
1795,HUM,gr,"[name, a, south, african, diamond, producer, ?]"
1796,HUM,ind,"[who, made, the, musical, plea, be, true, to, your, school, ?]"
1797,HUM,ind,"[what, french, designer, declared]"
1798,NUM,date,"[what, season, is, the, setting, for, shakespeare, 's, midsummer, night, 's, dream, ?]"
1799,HUM,gr,"[name, a, band, which, was, famous, in, the, 1960, 's, .]"
1800,HUM,ind,"[what, comedian, was, banned, from, the, ed, sullivan, show, for, allegedly, making, an, obscene, gesture, at, the, show, 's, host, ?]"
1801,LOC,country,"[what, country, is, the, setting, for, edgar, allan, poe, 's, the, pit, and, the, pendulum, ?]"
1802,HUM,ind,"[what, apollo, 11, astronaut, minded, the, store, while, armstrong, and, aldrin, made, history, ?]"
1803,NUM,money,"[what, is, the, current, ticket, fare, from, from, cairo, to, barbados, ?]"
