A,C,B
ENTY, What does a pedometer measure ?,1
ENTY, What does a philatelist collect ?,1
ENTY, What does a phobophobe fear ?,1
ENTY, What does a polyorchid man have at least three of ?,1
ENTY, What does a resurrectionist steal ?,1
ENTY, What does a spermologer collect ?,1
ENTY, What does a tarantula eat ?,1
ENTY, What does a topophobic actor suffer from ?,1
ENTY, What does a woman want ?,1
ENTY, What does an ashen-faced eidologist search out the existence of ?,1
ENTY, What does an edentulous smile lack ?,1
ENTY, What does an irate car owner call iron oxide ?,1
ENTY, What does caliente translate to in English ?,1
ENTY, What does it take to be a hero ?,1
ENTY, What does it take to become a lawyer ?,1
ENTY, What does ribavirin consist of ?,1
ENTY, What does saliva consist of ?,1
ENTY, What does the Ouarterly Review of Doublespeak call an `` inoperative statement '' ?,1
ENTY, What does the Peugeot company manufacture ?,1
ENTY, What does the Statue of Liberty wear on her feet ?,1
ENTY, What does the method called `` cold fusion '' create ?,1
ENTY, What does the policeman become in the Canadian edition of Monopoly ?,1
ENTY, What does the six-footed Musca domestica become when it enters a house ?,1
ENTY, What does the technique called `` cold fusion '' produce ?,1
ENTY, What dog was dubbed The Mortgage Lifter ?,1
ENTY, What drink contains as many types of rum as possible ?,1
ENTY," What drink is formed of tequila , orange juice and galliano ?",1
ENTY," What drink is made up of rum , coconut milk and pineapple ?",1
ENTY, What drink is the best thirst-quencher ?,1
ENTY," What dropped 1 , 313 feet in 1980 ?",1
ENTY, What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?,1
ENTY, What drug is often used to treat AIDS patients ?,1
ENTY, What eating utensils are used for handicapped kids ?,1
ENTY," What element , from the Periodic Table , is a gas or a solid , but never a liquid ?",1
ENTY," What events happened January 26 , 1978 ?",1
ENTY," What explosive do you get by mixing charcoal , sulfur and saltpeter ?",1
ENTY, What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?,1
ENTY, What famed tennis tournament 's men 's singles title was Fred Perry the last Englishman to win ?,1
ENTY, What famous events have happened on March 27 ?,1
ENTY, What fast food is prepared with a `` secret blend of 11 herbs and spices ? '',1
ENTY, What fastener did Whitcomb Judson patent in 1893 ?,1
ENTY," What feud ended with a marriage in Kentucky on March 21 , 1891 ?",1
ENTY, What field sport did dentist William Beers promote and write a standard book of rules for ?,1
ENTY, What film canine is buried in Pere-Lachaise cemetery in Paris ?,1
ENTY, What film did Lee Marvin win the 1965 best actor Oscar for ?,1
ENTY, What film did Louise Fletcher win the best actress Oscar for ?,1
ENTY, What film dramatized the Scopes monkey trial ?,1
ENTY, What film ends with the line ,1
ENTY, What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ?,1
ENTY, What film featured a snarly character named Kid Shelleen ?,1
ENTY, What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball ?,1
ENTY, What film marked Robert Redford 's directorial debut ?,1
ENTY, What film opens with an assassin tumbling from the Seattle Space Needle ?,1
ENTY, What film or films has Jude Law appeared in ?,1
ENTY, What film was Jude Law in ?,1
ENTY, What film was based on the play Everybody Comes to Rick 's ?,1
ENTY, What films featured the character Popeye Doyle ?,1
ENTY, What first-aid product `` Helps the hurt stop hurting '' ?,1
ENTY, What five cards make up a perfect Cribbage hand ?,1
ENTY, What five-time winner of the Kentucky Derby lost his first 25 races ?,1
ENTY, What flag flies over Wake Island ?,1
ENTY, What flower did Vincent Van Gogh paint ?,1
ENTY, What food can I use to catch a possum ?,1
ENTY, What food did Marco Polo introduce into Italy from the court of Kubla Khan ?,1
ENTY, What food of the three bears did Goldilocks eat ?,1
ENTY, What foods contain the most protein ?,1
ENTY, What foods contain vitamin B12 ?,1
ENTY, What football bowl game 's first queen was Hallie Woods ?,1
ENTY, What format was VHS 's main competition ?,1
ENTY, What format was the major competition of VHS ?,1
ENTY, What fossilizes to form coprolite ?,1
ENTY, What four elements make up 90 percent of the human body ?,1
ENTY, What four forms does gold occur in ?,1
ENTY, What four tastes can a human distinguish ?,1
ENTY, What four tournaments make up tennis ' Grand Slam ?,1
ENTY, What four-legged creature did a Cornell University study say would make man 's best companion in space ?,1
ENTY, What fowl grabs the spotlight after the Chinese Year of the Monkey ?,1
ENTY, What fruit does the ficus produce ?,1
ENTY, What fuel do airplanes use ?,1
ENTY, What future movie treat was introduced to American colonists in 1603 by Native Americans ?,1
ENTY," What game 's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?",1
ENTY, What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?,1
ENTY, What game does Garry Kasparov play ?,1
ENTY, What game is Garry Kasparov really good at ?,1
ENTY, What game is fatal to anybody over 21 ?,1
ENTY, What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?,1
ENTY," What garment was named for Bradley , Voorhees and Day ?",1
ENTY, What gender is not allowed to vote in Kuwait ?,1
ENTY, What generation am I in ?,1
ENTY, What golfing accessory was patented by George Grant on December 12,1
ENTY, What hair color can I use to just cover a little gray ?,1
ENTY, What handicraft requires you to interlace your warp and weft ?,1
ENTY," What happened on January 15 , 1969 ?",1
ENTY, What harmful chemicals are in bug spray ?,1
ENTY, What has to be produced in a writ of habeas corpus ?,1
ENTY, What hide-and-seek game is played around a tin can ?,1
ENTY, What historical event happened in Dogtown in 1899 ?,1
ENTY, What holidays are celebrated in Ireland ?,1
ENTY, What holidays or observances are celebrated in Italy ?,1
ENTY, What horse did Zorro ride ?,1
ENTY," What household facility contains a float ball , ballcock , and overflow tube ?",1
ENTY, What household products are there for adult acne ?,1
ENTY, What hymn did John Steinbeck get his title The Grapes of Wrath from ?,1
ENTY, What ice creams contain seaweed ?,1
ENTY, What ill-fated craft was captained by Ernst Lehmann ?,1
ENTY, What impenetrable system of French fortifications was built along the German frontier before World War II ?,1
ENTY," What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?",1
ENTY," What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?",1
ENTY, What infectious disease is the world 's deadliest ?,1
ENTY, What instrument does Benny Carter play ?,1
ENTY, What instrument is Ray Charles best known for playing ?,1
ENTY, What interesting method was used to run the credits in the early Popeye cartoons ?,1
ENTY, What international amateur sports spectacle was first telecast in 1956 ?,1
ENTY, What international sport was originally called hurley ?,1
ENTY, What invention does the principle of conservation of energy make impossible ?,1
ENTY, What is 55 times sweeter than cane sugar ?,1
ENTY, What is April 's gemstone ?,1
ENTY, What is Beethoven 's 9th symphony called ?,1
ENTY, What is Bella Abzug 's sartorial trademark ?,1
ENTY, What is California 's state bird ?,1
ENTY, What is Chiricahua the name of ?,1
ENTY, What is Dr. Seuss ' most popular book ?,1
ENTY, What is Dudley Do-Right 's horse 's name ?,1
ENTY, What is Grenada 's main commodity export ?,1
ENTY, What is Jell-O made from ?,1
ENTY, What is Latin for incompetent ?,1
ENTY, What is Mississippi 's state animal ?,1
ENTY, What is Nebraska 's most valuable resource ?,1
ENTY, What is Nero Wolfe 's favorite drink during office hours ?,1
ENTY, What is November 's birthstone ?,1
ENTY, What is Ray Bradbury 's illustrated man illustrated with ?,1
ENTY, What is Shirley MacLaine known as ?,1
ENTY, What is Smokey The Bear 's middle name ?,1
ENTY, What is `` the bear of beers '' ?,1
ENTY, What is `` the great American family cereal '' ?,1
ENTY, What is `` the soft drink for adults '' ?,1
ENTY, What is `` the taste that beats the others cold '' ?,1
ENTY, What is a 2-sided object called ?,1
ENTY, What is a ball that hits the foul pole called ?,1
ENTY, What is a camel hair brush actually made out of ?,1
ENTY, What is a common anti-AIDS drug ?,1
ENTY, What is a fear of bees ?,1
ENTY, What is a fear of being alone ?,1
ENTY, What is a fear of being cold ?,1
ENTY, What is a fear of being dirty ?,1
ENTY, What is a fear of black people ?,1
ENTY, What is a fear of childbirth ?,1
ENTY, What is a fear of children ?,1
ENTY, What is a fear of cholera ?,1
ENTY, What is a fear of clouds ?,1
ENTY, What is a fear of cold ?,1
ENTY, What is a fear of color ?,1
ENTY, What is a fear of crystals or glass ?,1
ENTY, What is a fear of disease ?,1
ENTY, What is a fear of drinking ?,1
ENTY, What is a fear of everything ?,1
ENTY, What is a fear of failure ?,1
ENTY, What is a fear of fish ?,1
ENTY, What is a fear of food ?,2
ENTY, What is a fear of fur ?,1
ENTY, What is a fear of glass ?,1
ENTY, What is a fear of going to bed ?,1
ENTY, What is a fear of gravity ?,1
ENTY, What is a fear of hair ?,1
ENTY, What is a fear of hell ?,1
ENTY, What is a fear of home surroundings ?,1
ENTY, What is a fear of insanity ?,1
ENTY, What is a fear of jealousy ?,1
ENTY, What is a fear of lice ?,1
ENTY, What is a fear of machinery ?,1
ENTY, What is a fear of money ?,1
ENTY, What is a fear of motion ?,1
ENTY, What is a fear of night or darkness ?,1
ENTY," What is a fear of odors , body , ?",1
ENTY, What is a fear of parasites ?,1
ENTY, What is a fear of passing high objects ?,1
ENTY, What is a fear of points ?,1
ENTY, What is a fear of pregnancy ?,1
ENTY, What is a fear of punishment ?,1
ENTY, What is a fear of rejection ?,1
ENTY, What is a fear of reptiles ?,1
ENTY, What is a fear of robbers ?,1
ENTY, What is a fear of ruin ?,1
ENTY, What is a fear of shadows ?,1
ENTY, What is a fear of sinning ?,1
ENTY, What is a fear of sleep ?,1
ENTY, What is a fear of slime ?,1
ENTY, What is a fear of sourness ?,1
ENTY, What is a fear of speaking ?,1
ENTY, What is a fear of stings ?,1
ENTY, What is a fear of strong light ?,1
ENTY, What is a fear of thunder ?,1
ENTY, What is a fear of touching ?,1
ENTY, What is a fear of trees ?,1
ENTY, What is a fear of water ?,1
ENTY, What is a fear of weakness ?,1
ENTY, What is a fear of women ?,1
ENTY, What is a fear of worms ?,1
ENTY, What is a female rabbit called ?,1
ENTY, What is a film starring Jude Law ?,1
ENTY, What is a golf ball made of ?,1
ENTY, What is a good book to read for people who hate to read ?,1
ENTY, What is a language spoken by the Sioux ?,1
ENTY, What is a movie that Kevin Costner made about Sioux Indians ?,1
ENTY, What is a research expedition in mountain climbing ?,1
ENTY, What is a softball made of ?,1
ENTY, What is a synonym for aspartame ?,1
ENTY, What is a technique popularly used to detect birth defects ?,1
ENTY," What is a term for behavior , appearance , or expression that violates the accepted standards of sexual morality ?",1
ENTY, What is a word whose letters can be rearranged to form a different word ?,1
ENTY, What is after death ?,1
ENTY, What is an example of a natural acid-base indicator ?,1
ENTY, What is another name for nearsightedness ?,1
ENTY, What is another term for the painful wrist syndrome ?,1
ENTY, What is another word for diet ?,1
ENTY, What is celebrated during the week of February 21-27 ?,1
ENTY, What is chronic constipation a symptom of ?,1
ENTY, What is considered the costliest disaster the insurance industry has ever faced ?,1
ENTY, What is damage to business and government caused by bureaucracy ?,1
ENTY, What is glass made of ?,1
ENTY," What is it that walks on four legs , then on two legs , then on three ?",1
ENTY, What is kept in Fort Knox that is so valuable ?,1
ENTY, What is money made of ?,1
ENTY, What is one of the languages of the Sioux ?,1
ENTY, What is one of the languages spoken by the Sioux called ?,1
ENTY, What is predicted to topple over between 2010 and 2020 ?,1
ENTY, What is state tree of Nebraska ?,1
ENTY, What is the English translation for the word `` caliente '' ?,1
ENTY, What is the Islamic counterpart to the Red Cross ?,1
ENTY, What is the Islamic equivalent of the Red Cross ?,1
ENTY, What is the Jewish bible called ?,1
ENTY, What is the Scotch `` for people who know the difference '' ?,1
ENTY, What is the Taj Majal made of ?,1
ENTY, What is the West Virginia state animal ?,1
ENTY, What is the alphabet for Latin ?,1
ENTY, What is the belt of low pressure around the equator called ?,1
ENTY, What is the best brand for a laptop computer ?,1
